op_setting_1,op_setting_2,op_setting_3,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,RUL
-0.0008,0.0003,100.0,518.67,643.32,1599.68,1407.48,14.62,21.61,553.86,2388.11,9108.56,1.3,47.75,520.82,2388.06,8175.98,8.4622,0.03,395,2388,100.0,38.64,23.2295,35,35
-0.0008,0.0003,100.0,518.67,643.06,1592.38,1416.59,14.62,21.61,552.31,2388.1,9108.93,1.3,47.57,520.64,2388.07,8170.88,8.4492,0.03,394,2388,100.0,38.69,23.2278,34,34
0.0005,-0.0003,100.0,518.67,642.53,1592.09,1408.91,14.62,21.61,552.98,2388.03,9104.16,1.3,47.67,520.7,2388.12,8182.03,8.4714,0.03,395,2388,100.0,38.74,23.1952,33,33
0.0016,0.0002,100.0,518.67,643.42,1597.0,1410.5,14.62,21.61,553.11,2388.11,9103.42,1.3,47.71,521.36,2388.1,8175.53,8.4832,0.03,392,2388,100.0,38.63,23.2749,32,32
-0.0022,0.0004,100.0,518.67,642.79,1592.08,1418.53,14.62,21.61,553.15,2388.09,9105.93,1.3,47.89,521.57,2388.08,8177.4,8.4461,0.03,395,2388,100.0,38.86,23.1302,31,31
-0.0015,-0.0002,100.0,518.67,644.09,1595.84,1417.71,14.62,21.61,552.87,2388.08,9104.37,1.3,47.78,520.93,2388.09,8180.88,8.4693,0.03,394,2388,100.0,38.59,23.1738,30,30
-0.002,0.0001,100.0,518.67,642.86,1589.33,1411.15,14.62,21.61,553.23,2388.08,9108.45,1.3,47.76,521.2,2388.03,8176.81,8.4749,0.03,396,2388,100.0,38.48,23.2501,29,29
0.0017,0.0004,100.0,518.67,643.31,1601.93,1416.11,14.62,21.61,552.67,2388.12,9102.76,1.3,47.81,521.36,2388.11,8182.99,8.4743,0.03,393,2388,100.0,38.85,23.194,28,28
0.0023,0.0002,100.0,518.67,642.97,1600.91,1417.44,14.62,21.61,552.92,2388.06,9105.88,1.3,47.82,520.43,2388.17,8180.98,8.4793,0.03,395,2388,100.0,38.67,23.1144,27,27
0.0011,0.0002,100.0,518.67,643.24,1598.2,1408.39,14.62,21.61,553.09,2388.15,9105.88,1.3,47.92,520.81,2388.17,8177.98,8.4818,0.03,396,2388,100.0,38.61,23.1432,26,26
-0.0012,0.0003,100.0,518.67,643.24,1592.43,1421.25,14.62,21.61,552.73,2388.13,9114.36,1.3,47.74,520.96,2388.12,8184.33,8.4508,0.03,395,2388,100.0,38.73,23.2806,25,25
-0.0028,0.0001,100.0,518.67,643.1,1595.6,1419.4,14.62,21.61,552.01,2388.1,9106.96,1.3,47.67,520.79,2388.12,8190.1,8.4468,0.03,395,2388,100.0,38.68,23.1628,24,24
0.0022,-0.0005,100.0,518.67,642.94,1595.48,1413.99,14.62,21.61,552.64,2388.1,9108.27,1.3,47.77,520.61,2388.11,8185.43,8.468,0.03,393,2388,100.0,38.51,23.2706,23,23
-0.0027,-0.0004,100.0,518.67,643.43,1605.0,1415.34,14.62,21.61,552.37,2388.1,9119.89,1.3,47.86,521.1,2388.12,8186.36,8.4751,0.03,395,2388,100.0,38.72,23.2289,22,22
0.0013,-0.0001,100.0,518.67,642.91,1603.37,1419.38,14.62,21.61,552.42,2388.13,9115.1,1.3,47.88,520.43,2388.13,8182.76,8.4657,0.03,395,2388,100.0,38.49,23.0955,21,21
0.0028,0.0004,100.0,518.67,643.18,1599.36,1418.16,14.62,21.61,552.28,2388.11,9114.67,1.3,47.92,520.7,2388.09,8191.42,8.4637,0.03,396,2388,100.0,38.6,23.1006,20,20
-0.0002,-0.0003,100.0,518.67,643.39,1596.2,1422.01,14.62,21.61,552.64,2388.08,9124.62,1.3,47.83,520.77,2388.12,8193.41,8.4479,0.03,396,2388,100.0,38.47,23.2252,19,19
0.0007,0.0002,100.0,518.67,643.38,1596.23,1419.71,14.62,21.61,552.58,2388.07,9126.01,1.3,47.89,521.03,2388.08,8193.99,8.489,0.03,394,2388,100.0,38.56,23.1194,18,18
0.0012,0.0001,100.0,518.67,643.27,1594.78,1413.78,14.62,21.61,552.45,2388.07,9131.05,1.3,47.87,520.82,2388.13,8193.97,8.4933,0.03,397,2388,100.0,38.7,23.1471,17,17
0.0016,0.0004,100.0,518.67,643.19,1598.12,1424.28,14.62,21.61,552.62,2388.05,9125.89,1.3,47.81,521.26,2388.07,8194.36,8.4721,0.03,396,2388,100.0,38.44,23.2245,16,16
0.0006,-0.0004,100.0,518.67,643.28,1604.2,1415.65,14.62,21.61,552.75,2388.11,9126.81,1.3,48.0,520.17,2388.08,8196.21,8.4877,0.03,396,2388,100.0,38.62,23.13,15,15
-0.0003,-0.0001,100.0,518.67,643.26,1601.06,1418.47,14.62,21.61,552.49,2388.2,9127.0,1.3,47.97,520.04,2388.12,8196.85,8.5266,0.03,395,2388,100.0,38.57,23.1209,14,14
0.0011,-0.0004,100.0,518.67,643.04,1605.96,1431.26,14.62,21.61,551.89,2388.1,9132.23,1.3,48.0,520.36,2388.12,8200.57,8.4435,0.03,396,2388,100.0,38.68,23.2125,13,13
0.0006,-0.0001,100.0,518.67,643.24,1605.75,1418.52,14.62,21.61,551.13,2388.17,9131.81,1.3,48.0,520.81,2388.16,8204.7,8.4726,0.03,396,2388,100.0,38.6,23.1412,12,12
0.0002,0.0004,100.0,518.67,643.57,1594.52,1418.75,14.62,21.61,552.74,2388.13,9147.23,1.3,47.97,520.54,2388.08,8204.27,8.4909,0.03,396,2388,100.0,38.56,23.1104,11,11
-0.001,-0.0004,100.0,518.67,643.45,1600.48,1421.19,14.62,21.61,551.46,2388.1,9137.16,1.3,48.11,520.58,2388.13,8203.44,8.4853,0.03,395,2388,100.0,38.41,23.0951,10,10
-0.0006,0.0004,100.0,518.67,643.77,1605.96,1416.66,14.62,21.61,552.66,2388.09,9136.72,1.3,47.99,521.13,2388.1,8207.25,8.5039,0.03,397,2388,100.0,38.51,23.0519,9,9
0.0006,-0.0002,100.0,518.67,643.57,1608.8,1415.05,14.62,21.61,552.5,2388.17,9138.91,1.3,48.06,520.3,2388.15,8210.31,8.5408,0.03,395,2388,100.0,38.71,23.0727,8,8
0.0002,-0.0002,100.0,518.67,643.4,1605.43,1423.14,14.62,21.61,552.56,2388.12,9138.15,1.3,47.84,520.75,2388.13,8210.46,8.4921,0.03,395,2388,100.0,38.53,23.2003,7,7
0.0016,-0.0,100.0,518.67,643.65,1592.79,1420.0,14.62,21.61,551.69,2388.18,9145.42,1.3,47.94,520.86,2388.13,8209.19,8.5148,0.03,397,2388,100.0,38.56,23.0208,6,6
0.0065,0.0003,100.0,518.67,643.22,1597.07,1426.16,14.62,21.61,552.6,2388.17,9153.67,1.3,48.01,520.66,2388.14,8209.57,8.5183,0.03,395,2388,100.0,38.37,23.0664,5,5
0.0009,0.0004,100.0,518.67,643.6,1609.02,1420.43,14.62,21.61,551.82,2388.12,9145.76,1.3,48.03,519.95,2388.14,8210.25,8.5166,0.03,397,2388,100.0,38.28,23.1657,4,4
0.0004,-0.0003,100.0,518.67,643.5,1601.64,1429.22,14.62,21.61,552.54,2388.25,9152.41,1.3,48.16,520.39,2388.18,8208.22,8.5383,0.03,395,2388,100.0,38.49,23.1025,3,3
-0.003,0.0002,100.0,518.67,643.27,1607.24,1426.44,14.62,21.61,550.55,2388.18,9150.92,1.3,48.04,520.18,2388.12,8214.81,8.5121,0.03,396,2388,100.0,38.33,23.1283,2,2
-0.0001,-0.0004,100.0,518.67,643.68,1608.34,1424.85,14.62,21.61,552.0,2388.23,9151.7,1.3,48.24,520.07,2388.17,8218.6,8.4947,0.03,396,2388,100.0,38.49,23.0304,1,1
0.0002,0.0001,100.0,518.67,643.52,1598.71,1432.38,14.62,21.61,552.03,2388.19,9155.67,1.3,48.19,519.94,2388.16,8218.2,8.5135,0.03,397,2388,100.0,38.28,23.0558,0,0
0.0017,0.0003,100.0,518.67,642.39,1586.1,1402.11,14.62,21.61,554.1,2388.06,9052.13,1.3,47.54,520.94,2388.09,8130.76,8.4214,0.03,394,2388,100.0,38.78,23.2348,125,125
-0.0004,0.0004,100.0,518.67,642.43,1592.56,1406.54,14.62,21.61,553.17,2388.11,9042.55,1.3,47.5,521.81,2388.12,8125.37,8.4005,0.03,393,2388,100.0,38.95,23.3202,125,125
-0.0005,-0.0,100.0,518.67,642.35,1587.14,1403.33,14.62,21.61,553.6,2388.1,9033.93,1.3,47.44,521.48,2388.11,8128.94,8.4089,0.03,393,2388,100.0,38.79,23.2922,125,125
-0.002,0.0004,100.0,518.67,642.5,1594.4,1409.25,14.62,21.61,552.67,2388.11,9046.28,1.3,47.54,521.43,2388.18,8124.09,8.438,0.03,392,2388,100.0,38.84,23.4524,125,125
0.0064,-0.0002,100.0,518.67,642.81,1584.77,1410.35,14.62,21.61,553.07,2388.06,9045.8,1.3,47.68,521.47,2388.11,8126.65,8.4478,0.03,393,2388,100.0,39.04,23.3366,125,125
0.0018,-0.0002,100.0,518.67,642.64,1586.47,1409.04,14.62,21.61,553.98,2388.09,9051.29,1.3,47.56,521.61,2388.09,8132.42,8.43,0.03,393,2388,100.0,38.86,23.2776,125,125
0.0005,-0.0003,100.0,518.67,642.54,1585.61,1411.32,14.62,21.61,553.46,2388.09,9048.64,1.3,47.62,521.57,2388.1,8129.4,8.4406,0.03,392,2388,100.0,38.8,23.1772,125,125
-0.003,0.0002,100.0,518.67,642.37,1590.47,1410.7,14.62,21.61,553.08,2388.12,9049.68,1.3,47.42,521.67,2388.12,8131.46,8.4247,0.03,391,2388,100.0,38.76,23.3676,125,125
0.001,-0.0001,100.0,518.67,641.95,1585.75,1399.4,14.62,21.61,553.66,2388.06,9048.35,1.3,47.34,521.28,2388.14,8124.76,8.4223,0.03,393,2388,100.0,38.81,23.3485,125,125
-0.0007,-0.0003,100.0,518.67,642.37,1592.2,1402.29,14.62,21.61,553.36,2388.12,9048.97,1.3,47.6,521.14,2388.07,8127.45,8.4531,0.03,392,2388,100.0,38.8,23.2907,125,125
-0.001,0.0003,100.0,518.67,642.47,1592.71,1412.44,14.62,21.61,554.14,2388.16,9051.27,1.3,47.69,520.8,2388.07,8125.32,8.4125,0.03,394,2388,100.0,38.82,23.4365,125,125
-0.0026,-0.0001,100.0,518.67,643.0,1581.29,1407.38,14.62,21.61,553.55,2388.18,9045.24,1.3,47.57,521.06,2388.15,8128.57,8.4162,0.03,394,2388,100.0,38.87,23.3298,125,125
-0.0018,0.0003,100.0,518.67,643.31,1592.33,1405.14,14.62,21.61,553.8,2388.12,9046.7,1.3,47.49,521.54,2388.12,8125.86,8.4265,0.03,393,2388,100.0,38.86,23.2345,125,125
-0.0014,-0.0004,100.0,518.67,642.94,1589.91,1408.12,14.62,21.61,553.06,2388.09,9048.72,1.3,47.35,521.11,2388.11,8129.95,8.4531,0.03,393,2388,100.0,38.82,23.3559,125,125
0.0013,-0.0001,100.0,518.67,642.22,1592.95,1404.86,14.62,21.61,554.61,2388.18,9050.76,1.3,47.59,521.63,2388.1,8126.32,8.4178,0.03,393,2388,100.0,38.99,23.1797,125,125
-0.0021,0.0002,100.0,518.67,642.41,1585.13,1403.71,14.62,21.61,553.97,2388.07,9046.65,1.3,47.58,521.41,2388.15,8130.86,8.4331,0.03,394,2388,100.0,38.67,23.3922,125,125
-0.0008,-0.0004,100.0,518.67,642.62,1590.64,1409.69,14.62,21.61,553.95,2388.11,9045.23,1.3,47.49,521.49,2388.13,8125.47,8.4058,0.03,393,2388,100.0,38.94,23.3341,125,125
-0.0049,-0.0002,100.0,518.67,642.27,1588.16,1412.6,14.62,21.61,553.81,2388.13,9044.59,1.3,47.52,521.2,2388.13,8128.62,8.4239,0.03,391,2388,100.0,38.78,23.327,125,125
0.0007,0.0005,100.0,518.67,642.68,1596.79,1408.97,14.62,21.61,553.24,2388.1,9046.96,1.3,47.55,521.24,2388.14,8128.48,8.4224,0.03,393,2388,100.0,38.9,23.2769,125,125
0.0002,-0.0001,100.0,518.67,642.89,1586.86,1407.65,14.62,21.61,553.67,2388.13,9046.24,1.3,47.43,521.67,2388.08,8131.33,8.4372,0.03,394,2388,100.0,39.04,23.2657,125,125
0.0016,-0.0004,100.0,518.67,642.86,1594.72,1404.49,14.62,21.61,553.76,2388.13,9049.54,1.3,47.55,521.72,2388.07,8132.32,8.4298,0.03,392,2388,100.0,38.96,23.3372,125,125
0.0006,-0.0003,100.0,518.67,642.81,1588.36,1409.01,14.62,21.61,554.01,2388.17,9038.25,1.3,47.54,521.84,2388.09,8123.59,8.4275,0.03,391,2388,100.0,38.87,23.253,125,125
0.0012,-0.0003,100.0,518.67,642.64,1593.21,1403.92,14.62,21.61,553.35,2388.08,9045.89,1.3,47.17,521.56,2388.05,8122.02,8.4223,0.03,392,2388,100.0,39.04,23.2086,125,125
0.0016,0.0003,100.0,518.67,642.74,1588.51,1407.22,14.62,21.61,553.65,2388.09,9054.16,1.3,47.48,521.38,2388.1,8126.25,8.4551,0.03,391,2388,100.0,38.84,23.3228,125,125
-0.0017,0.0005,100.0,518.67,642.37,1589.24,1409.74,14.62,21.61,553.19,2388.14,9047.34,1.3,47.31,521.55,2388.12,8125.17,8.4276,0.03,392,2388,100.0,38.74,23.2553,125,125
0.0001,0.0002,100.0,518.67,642.76,1581.49,1410.57,14.62,21.61,553.19,2388.13,9051.64,1.3,47.59,521.54,2388.13,8122.4,8.4273,0.03,394,2388,100.0,38.84,23.3767,125,125
0.0004,0.0005,100.0,518.67,642.41,1582.28,1410.61,14.62,21.61,553.87,2388.12,9047.26,1.3,47.51,521.32,2388.1,8129.15,8.449,0.03,393,2388,100.0,39.02,23.3578,125,125
-0.0007,0.0005,100.0,518.67,642.12,1590.92,1409.23,14.62,21.61,554.27,2388.1,9056.44,1.3,47.58,521.61,2388.1,8124.24,8.4467,0.03,393,2388,100.0,38.96,23.283,125,125
0.0034,-0.0,100.0,518.67,642.79,1583.54,1409.43,14.62,21.61,553.21,2388.11,9047.45,1.3,47.6,521.29,2388.13,8125.26,8.4204,0.03,393,2388,100.0,38.63,23.2957,125,125
-0.0016,-0.0003,100.0,518.67,642.86,1594.49,1400.58,14.62,21.61,553.52,2388.15,9048.31,1.3,47.4,521.62,2388.12,8133.57,8.4577,0.03,393,2388,100.0,38.9,23.2759,125,125
-0.0004,-0.0001,100.0,518.67,642.62,1585.54,1404.71,14.62,21.61,553.64,2388.09,9043.46,1.3,47.59,521.44,2388.14,8125.29,8.4193,0.03,392,2388,100.0,38.72,23.2314,125,125
0.0015,-0.0001,100.0,518.67,642.79,1596.75,1408.2,14.62,21.61,552.8,2388.06,9048.38,1.3,47.52,521.3,2388.1,8125.44,8.4478,0.03,393,2388,100.0,38.7,23.1458,125,125
-0.0009,-0.0,100.0,518.67,642.41,1589.35,1406.3,14.62,21.61,553.1,2388.06,9044.7,1.3,47.51,521.33,2388.08,8123.56,8.4577,0.03,393,2388,100.0,38.94,23.3029,125,125
0.0015,-0.0004,100.0,518.67,642.57,1591.88,1409.24,14.62,21.61,553.1,2388.1,9036.32,1.3,47.64,521.64,2388.14,8124.01,8.4652,0.03,394,2388,100.0,38.6,23.3334,125,125
0.0021,0.0,100.0,518.67,642.79,1588.11,1407.2,14.62,21.61,553.78,2388.14,9048.56,1.3,47.46,521.68,2388.17,8131.01,8.4219,0.03,392,2388,100.0,38.79,23.2092,125,125
0.003,-0.0004,100.0,518.67,642.91,1592.47,1400.78,14.62,21.61,553.33,2388.15,9045.66,1.3,47.49,521.59,2388.16,8131.97,8.4437,0.03,392,2388,100.0,38.8,23.1813,125,125
0.0013,0.0003,100.0,518.67,642.41,1592.1,1410.24,14.62,21.61,553.22,2388.09,9042.92,1.3,47.62,521.66,2388.11,8123.24,8.461,0.03,393,2388,100.0,38.78,23.2468,125,125
-0.0001,0.0005,100.0,518.67,642.73,1595.43,1405.1,14.62,21.61,553.41,2388.09,9048.6,1.3,47.45,521.18,2388.06,8126.77,8.4427,0.03,394,2388,100.0,38.91,23.3641,125,125
-0.0002,0.0001,100.0,518.67,642.3,1590.38,1412.85,14.62,21.61,552.59,2388.1,9044.67,1.3,47.39,521.82,2388.13,8126.49,8.4596,0.03,393,2388,100.0,38.8,23.3236,125,125
-0.0014,-0.0001,100.0,518.67,642.16,1587.52,1411.14,14.62,21.61,553.14,2388.15,9043.68,1.3,47.63,521.37,2388.18,8127.63,8.4713,0.03,394,2388,100.0,38.89,23.3179,125,125
-0.0016,0.0004,100.0,518.67,642.17,1588.32,1412.07,14.62,21.61,553.12,2388.09,9044.54,1.3,47.52,521.75,2388.14,8124.92,8.4289,0.03,393,2388,100.0,38.82,23.2325,125,125
-0.0042,0.0005,100.0,518.67,642.97,1594.0,1407.56,14.62,21.61,553.09,2388.09,9044.59,1.3,47.33,521.09,2388.1,8126.9,8.4573,0.03,394,2388,100.0,38.92,23.2672,125,125
-0.0009,-0.0001,100.0,518.67,642.35,1590.12,1412.04,14.62,21.61,553.17,2388.12,9042.53,1.3,47.5,521.67,2388.16,8130.51,8.4322,0.03,393,2388,100.0,38.81,23.2876,125,125
-0.0031,-0.0,100.0,518.67,642.5,1591.36,1405.39,14.62,21.61,552.98,2388.09,9042.02,1.3,47.36,521.47,2388.08,8130.19,8.4792,0.03,392,2388,100.0,38.98,23.2084,125,125
-0.0018,0.0001,100.0,518.67,642.76,1598.73,1409.85,14.62,21.61,553.38,2388.13,9052.92,1.3,47.64,521.07,2388.13,8124.06,8.4452,0.03,395,2388,100.0,38.84,23.2244,125,125
-0.0003,-0.0003,100.0,518.67,642.39,1595.76,1407.58,14.62,21.61,553.34,2388.14,9047.42,1.3,47.52,521.51,2388.14,8129.9,8.4562,0.03,392,2388,100.0,38.96,23.2746,124,124
0.001,-0.0004,100.0,518.67,642.27,1588.92,1406.25,14.62,21.61,553.29,2388.12,9046.58,1.3,47.4,521.62,2388.11,8127.5,8.4674,0.03,392,2388,100.0,38.7,23.2926,123,123
0.0001,-0.0,100.0,518.67,642.47,1588.91,1412.42,14.62,21.61,553.53,2388.13,9041.32,1.3,47.59,522.13,2388.13,8120.26,8.4539,0.03,393,2388,100.0,38.79,23.3173,122,122
0.0013,0.0003,100.0,518.67,642.84,1587.07,1400.39,14.62,21.61,553.4,2388.14,9044.57,1.3,47.51,521.8,2388.16,8125.06,8.453,0.03,394,2388,100.0,38.78,23.3632,121,121
0.0009,0.0004,100.0,518.67,642.19,1591.98,1409.02,14.62,21.61,554.09,2388.15,9045.83,1.3,47.45,521.52,2388.14,8121.78,8.4323,0.03,391,2388,100.0,39.0,23.3382,120,120
-0.0025,0.0004,100.0,518.67,643.1,1587.83,1413.22,14.62,21.61,553.77,2388.14,9046.08,1.3,47.49,521.4,2388.13,8121.37,8.4547,0.03,392,2388,100.0,38.83,23.3548,119,119
0.0014,-0.0,100.0,518.67,642.6,1583.57,1408.59,14.62,21.61,553.85,2388.12,9045.76,1.3,47.36,521.26,2388.1,8122.98,8.4275,0.03,394,2388,100.0,38.96,23.3101,118,118
0.0019,-0.0004,100.0,518.67,642.66,1592.1,1404.21,14.62,21.61,552.16,2388.16,9044.63,1.3,47.55,521.59,2388.18,8124.69,8.4391,0.03,393,2388,100.0,38.62,23.2922,117,117
0.0063,-0.0,100.0,518.67,642.59,1588.31,1411.94,14.62,21.61,554.08,2388.13,9059.27,1.3,47.49,521.4,2388.15,8127.99,8.446,0.03,394,2388,100.0,38.88,23.4037,116,116
-0.0005,0.0002,100.0,518.67,642.8,1594.84,1414.35,14.62,21.61,553.39,2388.15,9045.65,1.3,47.8,521.48,2388.11,8127.05,8.4466,0.03,392,2388,100.0,38.72,23.3149,115,115
-0.0001,0.0004,100.0,518.67,642.47,1588.91,1408.46,14.62,21.61,552.87,2388.12,9047.98,1.3,47.55,521.49,2388.15,8134.34,8.4174,0.03,394,2388,100.0,38.86,23.3335,114,114
0.0027,0.0001,100.0,518.67,643.42,1596.13,1407.61,14.62,21.61,553.22,2388.12,9045.76,1.3,47.59,520.99,2388.12,8132.63,8.4594,0.03,394,2388,100.0,38.91,23.2622,113,113
0.0011,0.0005,100.0,518.67,642.18,1592.85,1406.46,14.62,21.61,553.62,2388.07,9046.5,1.3,47.6,521.79,2388.13,8126.91,8.4689,0.03,393,2388,100.0,38.8,23.2417,112,112
-0.0032,0.0003,100.0,518.67,643.05,1595.21,1402.56,14.62,21.61,552.63,2388.16,9049.77,1.3,47.45,521.31,2388.11,8120.52,8.4334,0.03,393,2388,100.0,38.82,23.3714,111,111
-0.0017,-0.0004,100.0,518.67,642.25,1596.61,1413.02,14.62,21.61,553.21,2388.14,9052.12,1.3,47.72,521.49,2388.12,8129.47,8.4115,0.03,394,2388,100.0,38.75,23.3122,110,110
-0.0017,-0.0004,100.0,518.67,642.85,1589.81,1406.41,14.62,21.61,552.96,2388.11,9039.47,1.3,47.65,520.76,2388.15,8127.47,8.4192,0.03,394,2388,100.0,38.69,23.3281,109,109
-0.004,-0.0003,100.0,518.67,642.21,1590.03,1409.63,14.62,21.61,552.86,2388.16,9048.09,1.3,47.57,521.38,2388.14,8127.77,8.4393,0.03,392,2388,100.0,38.68,23.3127,108,108
-0.001,0.0001,100.0,518.67,642.57,1592.3,1409.09,14.62,21.61,553.21,2388.17,9044.16,1.3,47.54,521.54,2388.16,8127.36,8.4358,0.03,392,2388,100.0,38.83,23.312,107,107
0.0025,-0.0001,100.0,518.67,642.72,1592.81,1411.9,14.62,21.61,553.6,2388.17,9053.41,1.3,47.42,521.79,2388.16,8125.3,8.4087,0.03,393,2388,100.0,38.79,23.3106,106,106
0.0023,-0.0002,100.0,518.67,642.97,1596.75,1414.56,14.62,21.61,553.78,2388.12,9046.88,1.3,47.59,521.9,2388.09,8131.83,8.4337,0.03,392,2388,100.0,38.83,23.2463,105,105
-0.0021,-0.0,100.0,518.67,642.61,1589.21,1406.22,14.62,21.61,553.39,2388.16,9045.86,1.3,47.64,521.41,2388.07,8121.95,8.4691,0.03,394,2388,100.0,38.8,23.222,104,104
0.0027,-0.0001,100.0,518.67,642.81,1586.58,1406.37,14.62,21.61,553.17,2388.14,9049.52,1.3,47.58,521.19,2388.14,8132.69,8.4348,0.03,392,2388,100.0,38.63,23.2567,103,103
0.002,-0.0004,100.0,518.67,642.62,1590.13,1411.87,14.62,21.61,552.82,2388.21,9047.7,1.3,47.52,521.51,2388.12,8124.68,8.4531,0.03,392,2388,100.0,38.9,23.2913,102,102
-0.0002,0.0002,100.0,518.67,642.78,1588.31,1420.36,14.62,21.61,553.19,2388.12,9043.71,1.3,47.52,520.98,2388.11,8125.23,8.4554,0.03,394,2388,100.0,38.88,23.2297,101,101
0.0034,0.0001,100.0,518.67,642.93,1588.41,1406.66,14.62,21.61,553.53,2388.14,9046.07,1.3,47.58,521.52,2388.16,8129.31,8.4116,0.03,392,2388,100.0,38.82,23.3584,100,100
0.002,0.0001,100.0,518.67,642.3,1587.35,1405.68,14.62,21.61,553.75,2388.08,9051.01,1.3,47.53,521.34,2388.15,8131.16,8.4173,0.03,394,2388,100.0,38.75,23.4068,99,99
0.0024,-0.0002,100.0,518.67,642.41,1590.65,1414.47,14.62,21.61,553.17,2388.12,9056.26,1.3,47.52,520.84,2388.17,8126.94,8.4585,0.03,394,2388,100.0,38.72,23.2232,98,98
0.0027,-0.0002,100.0,518.67,642.62,1591.9,1405.42,14.62,21.61,553.24,2388.13,9051.4,1.3,47.66,522.18,2388.15,8123.25,8.4597,0.03,395,2388,100.0,38.78,23.328,97,97
-0.0021,0.0,100.0,518.67,642.62,1584.62,1406.39,14.62,21.61,553.31,2388.15,9047.56,1.3,47.79,521.47,2388.14,8125.93,8.4208,0.03,393,2388,100.0,38.84,23.3163,96,96
-0.0005,-0.0002,100.0,518.67,642.64,1588.03,1406.82,14.62,21.61,553.07,2388.14,9043.55,1.3,47.66,520.75,2388.07,8127.52,8.4235,0.03,394,2388,100.0,38.72,23.2164,95,95
0.0024,0.0002,100.0,518.67,642.56,1588.67,1405.95,14.62,21.61,553.32,2388.15,9051.14,1.3,47.69,521.27,2388.11,8123.71,8.4552,0.03,395,2388,100.0,38.75,23.2364,94,94
0.0007,-0.0003,100.0,518.67,643.27,1591.27,1406.28,14.62,21.61,554.03,2388.11,9045.54,1.3,47.41,521.33,2388.08,8123.64,8.4669,0.03,391,2388,100.0,38.81,23.2573,93,93
-0.0005,0.0001,100.0,518.67,643.25,1591.94,1413.68,14.62,21.61,553.33,2388.1,9044.5,1.3,47.65,521.46,2388.15,8127.91,8.4515,0.03,392,2388,100.0,38.86,23.3066,92,92
0.0012,-0.0002,100.0,518.67,642.64,1590.61,1408.29,14.62,21.61,552.69,2388.16,9046.43,1.3,47.47,520.79,2388.13,8124.03,8.4181,0.03,393,2388,100.0,38.87,23.2958,91,91
0.0012,0.0004,100.0,518.67,643.14,1586.51,1415.59,14.62,21.61,553.56,2388.16,9040.82,1.3,47.39,521.12,2388.13,8122.86,8.4599,0.03,392,2388,100.0,38.73,23.3178,90,90
-0.002,0.0003,100.0,518.67,643.02,1584.68,1412.22,14.62,21.61,553.27,2388.13,9054.63,1.3,47.66,521.53,2388.15,8127.68,8.4732,0.03,393,2388,100.0,38.74,23.284,89,89
0.0053,0.0005,100.0,518.67,643.25,1589.34,1404.4,14.62,21.61,553.66,2388.14,9049.13,1.3,47.47,520.85,2388.2,8125.46,8.449,0.03,392,2388,100.0,38.81,23.3187,88,88
-0.0018,0.0001,100.0,518.67,642.02,1594.89,1408.9,14.62,21.61,552.5,2388.19,9035.95,1.3,47.69,520.65,2388.11,8122.64,8.4449,0.03,392,2388,100.0,38.98,23.2296,87,87
0.0016,0.0004,100.0,518.67,642.47,1594.14,1407.82,14.62,21.61,552.3,2388.09,9051.21,1.3,47.58,521.19,2388.13,8124.38,8.4478,0.03,394,2388,100.0,38.73,23.1737,86,86
-0.0009,-0.0002,100.0,518.67,642.6,1585.73,1413.71,14.62,21.61,553.42,2388.13,9045.67,1.3,47.81,521.4,2388.12,8124.29,8.4884,0.03,393,2388,100.0,38.8,23.3388,85,85
0.0072,0.0002,100.0,518.67,642.37,1591.1,1415.28,14.62,21.61,552.38,2388.12,9046.37,1.3,47.55,520.79,2388.18,8124.05,8.455,0.03,393,2388,100.0,38.88,23.2544,84,84
0.0011,-0.0001,100.0,518.67,642.98,1586.54,1403.94,14.62,21.61,552.21,2388.09,9046.31,1.3,47.43,521.32,2388.15,8123.21,8.4327,0.03,394,2388,100.0,38.84,23.301,83,83
0.0017,-0.0004,100.0,518.67,642.96,1592.5,1407.16,14.62,21.61,553.42,2388.18,9043.53,1.3,47.67,521.34,2388.17,8127.67,8.4723,0.03,392,2388,100.0,38.69,23.2846,82,82
-0.0039,0.0005,100.0,518.67,642.46,1590.54,1414.97,14.62,21.61,552.86,2388.12,9045.73,1.3,47.48,520.65,2388.12,8127.79,8.4149,0.03,391,2388,100.0,38.9,23.292,81,81
0.0004,0.0005,100.0,518.67,642.65,1591.09,1410.93,14.62,21.61,553.61,2388.16,9047.9,1.3,47.75,521.46,2388.15,8123.78,8.4813,0.03,394,2388,100.0,38.81,23.2101,80,80
0.0005,-0.0002,100.0,518.67,643.09,1591.52,1412.95,14.62,21.61,553.74,2388.11,9045.83,1.3,47.5,521.12,2388.15,8125.98,8.4604,0.03,393,2388,100.0,38.6,23.1479,79,79
0.0021,0.0001,100.0,518.67,643.14,1593.57,1405.97,14.62,21.61,552.31,2388.17,9045.81,1.3,47.87,520.6,2388.12,8132.41,8.4352,0.03,393,2388,100.0,38.6,23.2152,78,78
